108年08月27日每5秒委託成交統計,,,,,,,
時間,累積委託買進筆數,累積委託買進數量,累積委託賣出筆數,累積委託賣出數量,累積成交筆數,累積成交數量,累積成交金額
10:46:55,"2,393,147","21,081,142","3,673,654","10,780,392","417,172","1,965,763","45,504"
10:47:00,"2,394,130","21,090,610","3,675,514","10,781,317","417,338","1,966,492","45,518"
10:47:05,"2,395,085","21,083,298","3,677,521","10,787,039","417,562","1,967,262","45,546"
10:47:10,"2,395,783","21,076,736","3,679,193","10,771,940","417,731","1,967,809","45,566"
10:47:15,"2,396,924","21,056,895","3,681,282","10,765,629","417,893","1,968,419","45,584"
10:47:20,"2,397,883","21,061,340","3,683,185","10,749,723","418,068","1,969,028","45,597"
10:47:25,"2,398,953","21,068,657","3,685,368","10,793,548","418,245","1,969,662","45,614"
10:47:30,"2,400,011","21,069,086","3,687,318","10,790,305","418,504","1,970,991","45,638"
10:47:35,"2,401,781","21,037,308","3,690,085","10,738,384","418,761","1,972,043","45,671"
10:47:40,"2,403,239","21,060,153","3,692,619","10,756,997","419,006","1,973,269","45,704"
10:47:45,"2,404,610","21,044,568","3,695,103","10,744,602","419,264","1,973,886","45,737"
10:47:50,"2,405,663","21,029,268","3,697,275","10,738,072","419,540","1,974,922","45,760"
10:47:55,"2,407,149","21,033,620","3,699,754","10,714,963","419,760","1,975,776","45,788"
10:48:00,"2,408,419","21,043,170","3,702,142","10,736,376","419,934","1,976,270","45,803"
10:48:05,"2,409,800","21,057,237","3,704,302","10,730,078","420,166","1,977,238","45,826"
10:48:10,"2,411,473","21,075,921","3,706,970","10,737,160","420,353","1,977,674","45,846"
10:48:15,"2,412,651","21,108,646","3,709,169","10,772,487","420,537","1,978,218","45,869"
10:48:20,"2,414,280","21,075,696","3,711,792","10,748,770","420,801","1,979,525","45,903"
10:48:25,"2,415,709","21,100,206","3,714,321","10,752,936","421,038","1,980,427","45,927"
10:48:30,"2,416,969","21,112,295","3,716,469","10,765,437","421,299","1,982,033","45,951"
10:48:35,"2,418,267","21,087,455","3,718,860","10,767,824","421,549","1,983,338","45,985"
10:48:40,"2,419,141","21,113,122","3,720,808","10,786,092","421,761","1,983,958","46,007"
10:48:45,"2,419,847","21,122,697","3,722,751","10,805,626","421,941","1,984,500","46,029"
10:48:50,"2,421,471","21,131,203","3,725,288","10,827,007","422,222","1,987,382","46,070"
10:48:55,"2,422,512","21,108,090","3,727,529","10,835,398","422,551","1,989,744","46,109"
10:49:00,"2,424,322","21,102,826","3,730,557","10,821,274","422,782","1,990,300","46,129"
10:49:05,"2,425,792","21,092,661","3,733,141","10,810,620","423,051","1,991,476","46,158"
10:49:10,"2,427,036","21,073,040","3,735,278","10,793,981","423,286","1,992,084","46,180"
10:49:15,"2,428,298","21,094,632","3,737,364","10,790,133","423,531","1,992,625","46,202"
10:49:20,"2,430,154","21,093,964","3,740,195","10,792,211","423,885","1,994,082","46,253"
10:49:25,"2,432,109","21,108,520","3,743,212","10,821,947","424,136","1,995,076","46,274"
10:49:30,"2,433,750","21,107,175","3,745,581","10,813,226","424,378","1,997,067","46,298"
10:49:35,"2,435,136","21,107,140","3,747,988","10,815,946","424,633","1,998,314","46,332"
10:49:40,"2,436,233","21,120,421","3,750,281","10,828,466","424,817","1,999,087","46,349"
10:49:45,"2,437,228","21,120,406","3,752,427","10,832,705","425,088","2,000,259","46,370"
10:49:50,"2,438,045","21,127,305","3,754,260","10,802,070","425,352","2,001,065","46,402"
10:49:55,"2,438,882","21,126,169","3,756,145","10,816,972","425,580","2,001,876","46,426"
10:50:00,"2,439,692","21,131,265","3,757,910","10,803,372","425,855","2,002,360","46,449"
10:50:05,"2,440,827","21,127,698","3,760,081","10,820,563","426,054","2,003,263","46,469"
10:50:10,"2,442,194","21,130,364","3,762,702","10,826,759","426,369","2,004,469","46,501"
10:50:15,"2,444,154","21,110,961","3,765,481","10,794,932","426,751","2,007,038","46,548"
10:50:20,"2,445,424","21,116,386","3,767,939","10,824,056","427,089","2,007,970","46,586"
10:50:25,"2,446,634","21,080,068","3,770,248","10,791,199","427,369","2,009,478","46,620"
10:50:30,"2,447,735","21,103,819","3,772,683","10,800,732","427,581","2,009,948","46,641"
10:50:35,"2,448,850","21,095,767","3,774,847","10,801,244","427,839","2,010,712","46,672"
10:50:40,"2,449,957","21,130,060","3,777,095","10,820,977","428,046","2,011,306","46,694"
10:50:45,"2,451,134","21,145,555","3,779,460","10,827,478","428,269","2,011,840","46,718"
10:50:50,"2,452,257","21,149,982","3,781,650","10,826,893","428,535","2,012,935","46,743"
10:50:55,"2,453,833","21,156,358","3,784,166","10,808,014","428,840","2,014,475","46,772"
10:51:00,"2,455,086","21,158,207","3,786,403","10,805,094","429,045","2,015,263","46,789"
10:51:05,"2,456,175","21,154,203","3,788,528","10,812,442","429,363","2,016,084","46,816"
10:51:10,"2,457,499","21,155,873","3,791,110","10,821,420","429,686","2,017,725","46,857"
10:51:15,"2,458,701","21,134,997","3,793,458","10,828,803","429,945","2,018,675","46,888"
10:51:20,"2,460,190","21,131,272","3,795,843","10,798,601","430,341","2,021,219","46,929"
10:51:25,"2,461,257","21,135,509","3,798,111","10,845,487","430,558","2,022,006","46,952"
10:51:30,"2,462,357","21,152,471","3,800,157","10,835,752","430,805","2,022,769","46,973"
10:51:35,"2,463,776","21,154,732","3,802,607","10,859,088","430,992","2,023,205","46,991"
10:51:40,"2,464,830","21,140,945","3,804,728","10,826,227","431,262","2,024,157","47,018"
10:51:45,"2,466,258","21,155,558","3,807,105","10,812,131","431,499","2,025,201","47,040"
10:51:50,"2,467,386","21,170,304","3,809,288","10,834,145","431,775","2,026,066","47,067"
10:51:55,"2,468,298","21,171,615","3,811,134","10,844,509","432,089","2,027,495","47,094"
10:52:00,"2,469,532","21,164,415","3,813,356","10,833,037","432,329","2,028,286","47,113"
10:52:05,"2,470,538","21,176,773","3,815,218","10,828,898","432,684","2,029,948","47,143"
10:52:10,"2,471,702","21,170,387","3,817,377","10,850,548","433,032","2,031,778","47,181"
10:52:15,"2,472,667","21,165,815","3,819,425","10,860,101","433,204","2,032,386","47,192"
10:52:20,"2,473,443","21,170,651","3,821,233","10,864,032","433,448","2,033,075","47,206"
10:52:25,"2,474,700","21,172,729","3,823,338","10,832,065","433,699","2,033,875","47,231"
10:52:30,"2,475,918","21,171,743","3,825,416","10,854,409","434,064","2,035,339","47,278"
10:52:35,"2,477,138","21,180,103","3,827,644","10,870,435","434,235","2,036,261","47,302"
10:52:40,"2,478,146","21,179,844","3,829,593","10,845,741","434,398","2,036,964","47,317"
10:52:45,"2,479,273","21,178,626","3,831,761","10,865,574","434,577","2,037,386","47,343"
10:52:50,"2,480,819","21,144,710","3,834,279","10,859,463","434,985","2,039,428","47,400"
10:52:55,"2,482,822","21,116,535","3,837,407","10,850,579","435,253","2,040,927","47,430"
10:53:00,"2,483,798","21,144,591","3,839,493","10,858,571","435,431","2,041,596","47,450"
10:53:05,"2,484,702","21,153,573","3,841,513","10,858,537","435,615","2,042,197","47,469"
10:53:10,"2,486,250","21,125,255","3,844,196","10,835,020","435,772","2,042,582","47,492"
10:53:15,"2,487,195","21,143,080","3,846,151","10,870,209","435,935","2,042,901","47,506"
10:53:20,"2,487,989","21,161,814","3,848,131","10,898,793","436,110","2,043,487","47,524"
10:53:25,"2,488,955","21,156,495","3,850,217","10,885,293","436,340","2,043,934","47,560"
10:53:30,"2,490,087","21,127,905","3,852,261","10,863,954","436,524","2,044,583","47,576"
10:53:35,"2,490,689","21,143,372","3,854,036","10,887,664","436,682","2,045,183","47,600"
10:53:40,"2,491,476","21,147,040","3,855,976","10,886,525","436,842","2,045,797","47,614"
10:53:45,"2,492,660","21,131,692","3,858,523","10,876,802","437,017","2,046,211","47,631"
10:53:50,"2,493,898","21,141,082","3,860,956","10,884,669","437,215","2,046,874","47,654"
10:53:55,"2,495,361","21,136,372","3,863,628","10,865,867","437,427","2,047,603","47,677"
10:54:00,"2,496,242","21,147,328","3,865,660","10,884,436","437,624","2,048,359","47,694"
10:54:05,"2,497,213","21,143,121","3,867,759","10,886,008","437,797","2,048,888","47,709"
10:54:10,"2,498,262","21,150,575","3,869,952","10,880,160","437,964","2,049,451","47,730"
10:54:15,"2,498,875","21,160,618","3,872,032","10,901,398","438,148","2,049,955","47,750"
10:54:20,"2,499,419","21,157,521","3,873,690","10,896,235","438,309","2,050,434","47,767"
10:54:25,"2,500,281","21,156,075","3,875,620","10,876,501","438,510","2,051,674","47,785"
10:54:30,"2,501,064","21,159,361","3,877,532","10,907,264","438,664","2,052,487","47,799"
10:54:35,"2,502,048","21,151,516","3,879,590","10,905,238","438,834","2,053,023","47,819"
10:54:40,"2,502,815","21,153,722","3,881,476","10,899,369","438,976","2,053,424","47,832"
10:54:45,"2,503,436","21,161,214","3,883,044","10,887,701","439,121","2,053,732","47,845"
10:54:50,"2,504,246","21,159,040","3,884,914","10,882,253","439,352","2,054,775","47,874"
10:54:55,"2,505,553","21,166,324","3,887,128","10,890,726","439,536","2,055,215","47,888"
10:55:00,"2,506,239","21,172,825","3,888,795","10,879,901","439,690","2,055,526","47,901"
10:55:05,"2,507,230","21,169,984","3,890,935","10,901,658","439,867","2,055,996","47,916"
10:55:10,"2,508,209","21,169,825","3,892,846","10,880,315","440,047","2,056,440","47,932"
10:55:15,"2,509,082","21,181,285","3,894,769","10,884,743","440,292","2,057,478","47,975"
10:55:20,"2,510,204","21,175,606","3,896,964","10,899,428","440,503","2,058,814","47,996"
10:55:25,"2,511,150","21,170,440","3,898,955","10,883,025","440,685","2,059,765","48,014"
10:55:30,"2,512,117","21,164,553","3,900,927","10,872,710","440,853","2,060,300","48,032"
10:55:35,"2,513,065","21,155,924","3,902,992","10,884,755","441,068","2,060,979","48,050"
10:55:40,"2,513,805","21,159,626","3,904,817","10,872,900","441,232","2,061,404","48,064"
10:55:45,"2,514,542","21,167,987","3,906,667","10,889,053","441,424","2,061,915","48,084"
10:55:50,"2,515,359","21,160,550","3,908,462","10,864,719","441,616","2,063,089","48,104"
10:55:55,"2,516,964","21,139,178","3,911,036","10,880,220","441,819","2,064,186","48,123"
10:56:00,"2,517,938","21,136,363","3,913,080","10,900,309","442,007","2,065,483","48,148"
10:56:05,"2,519,194","21,163,182","3,915,348","10,895,298","442,199","2,066,029","48,166"
10:56:10,"2,520,344","21,160,629","3,917,670","10,881,020","442,379","2,067,093","48,184"
10:56:15,"2,521,064","21,174,231","3,919,527","10,896,612","442,519","2,067,678","48,197"
10:56:20,"2,522,574","21,181,209","3,921,893","10,872,988","442,748","2,070,038","48,223"
10:56:25,"2,523,922","21,176,564","3,924,469","10,880,826","442,991","2,070,901","48,251"
10:56:30,"2,525,215","21,168,978","3,926,701","10,886,770","443,160","2,071,435","48,264"
10:56:35,"2,526,215","21,177,955","3,928,707","10,883,546","443,342","2,072,367","48,285"
10:56:40,"2,527,774","21,178,362","3,931,080","10,882,191","443,504","2,072,868","48,302"
10:56:45,"2,528,786","21,174,962","3,933,031","10,874,759","443,653","2,073,243","48,320"
10:56:50,"2,530,011","21,180,513","3,935,185","10,854,187","443,854","2,074,503","48,344"
10:56:55,"2,531,167","21,184,864","3,937,508","10,912,894","444,040","2,075,156","48,362"
10:57:00,"2,532,604","21,198,990","3,939,967","10,896,138","444,246","2,076,259","48,393"
10:57:05,"2,533,998","21,207,687","3,942,282","10,893,908","444,400","2,076,653","48,407"
10:57:10,"2,535,130","21,204,372","3,944,334","10,899,379","444,537","2,077,346","48,426"
10:57:15,"2,536,211","21,204,536","3,946,355","10,916,678","444,722","2,077,858","48,444"
10:57:20,"2,537,029","21,196,069","3,948,176","10,905,530","444,879","2,078,309","48,454"
10:57:25,"2,537,946","21,202,765","3,949,865","10,898,307","445,101","2,080,631","48,474"
10:57:30,"2,538,752","21,197,455","3,951,699","10,905,176","445,261","2,081,439","48,488"
10:57:35,"2,539,402","21,197,060","3,953,347","10,894,546","445,421","2,081,912","48,505"
